1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178
RE0009,爬虫類・両生類,絶滅危惧IB類,EN,カメ目,イシガメ科,ヤエヤマイシガメ,Mauremys mutica kami,B2ab,ヤエヤマイシガメ,Mauremys mutica kami,VU,ヤエヤマイシガメ,Mauremys mutica kami,VU,ヤエヤマイシガメ,Mauremys mutica kami,VU,ヤエヤマイシガメ,Mauremys mutica kami,VU,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,―,1,0,0,―,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0010,爬虫類・両生類,絶滅危惧IB類,EN,有鱗目,トカゲモドキ科,クロイワトカゲモドキ,Goniurosaurus kuroiwae,B2ab,クロイワトカゲモドキ,Goniurosaurus kuroiwae kuroiwae,VU,クロイワトカゲモドキ,Goniurosaurus kuroiwae kuroiwae,VU,クロイワトカゲモドキ,Goniurosaurus kuroiwae kuroiwae,VU,クロイワトカゲモドキ,Goniurosaurus kuroiwae kuroiwae,VU,クロイワトカゲモドキ,Goniurosaurus kuroiwae kuroiwae,VU,クロイワトカゲモドキ,Goniurosaurus kuroiwae kuroiwae,VU,クロイワトカゲモドキ,Goniurosaurus kuroiwae kuroiwae,VU,クロイワトカゲモドキ,Goniurosaurus kuroiwae kuroiwae,VU,クロイワトカゲモドキ,Eublepharis kuroiwae,R,0,0,1,0,―,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,―,0
RE0011,爬虫類・両生類,絶滅危惧IB類,EN,有鱗目,トカゲモドキ科,ケラマトカゲモドキ,Goniurosaurus sengokui,B2ab,ケラマトカゲモドキ,Goniurosaurus kuroiwae sengokui,EN,ケラマトカゲモドキ,Goniurosaurus kuroiwae sengokui,EN,ケラマトカゲモドキ,Goniurosaurus kuroiwae sengokui,EN,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,―,0
RE0012,爬虫類・両生類,絶滅危惧IB類,EN,有鱗目,トカゲモドキ科,クメトカゲモドキ,Goniurosaurus yamashinae,B2ab,クメトカゲモドキ,Goniurosaurus kuroiwae yamashinae,CR,クメトカゲモドキ,Goniurosaurus kuroiwae yamashinae,CR,クメトカゲモドキ,Goniurosaurus kuroiwae yamashinae,CR,クメトカゲモドキ,Goniurosaurus kuroiwae yamashinae,CR,クメトカゲモドキ,Goniurosaurus kuroiwae yamashinae,CR,クメトカゲモドキ,Goniurosaurus kuroiwae yamashinae,CR,クメトカゲモドキ,Goniurosaurus kuroiwae yamashinae,CR,ヤマシナトカゲモドキ（クメトカゲモドキ）,Goniurosaurus kuroiwae yamashinae,EN,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,―,1,0,0,―,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0013,爬虫類・両生類,絶滅危惧IB類,EN,有鱗目,トカゲ科,センカクトカゲ,Plestiodon takarai,B1ab,センカクトカゲ,Plestiodon takarai,EN,センカクトカゲ,Plestiodon takarai,EN,センカクトカゲ,Plestiodon takarai,EN,アオスジトカゲ,Plestiodon elegans,EN,アオスジトカゲ,Plestiodon elegans,EN,アオスジトカゲ,Plestiodon elegans,EN,アオスジトカゲ,Plestiodon elegans,EN,－,－,－,－,－,－,0,0,1,0,―,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,―,1,0,0,―,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,外来種（ヤギ）による植生改変,0
RE0014,爬虫類・両生類,絶滅危惧IB類,EN,有鱗目,カナヘビ科,ミヤコカナヘビ,Takydromus toyamai,B2ab,ミヤコカナヘビ,Takydromus toyamai,CR,ミヤコカナヘビ,Takydromus toyamai,CR,ミヤコカナヘビ,Takydromus toyamai,CR,ミヤコカナヘビ,Takydromus toyamai,CR,ミヤコカナヘビ,Takydromus toyamai,CR,ミヤコカナヘビ,Takydromus toyamai,CR,ミヤコカナヘビ,Takydromus toyamai,EN,－,－,－,－,－,－,0,0,1,0,―,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,―,0
RE0015,爬虫類・両生類,絶滅危惧IB類,EN,有鱗目,タカチホヘビ科,ヤエヤマタカチホヘビ,Achalinus formosanus chigirai,B1ab,ヤエヤマタカチホヘビ,Achalinus formosanus chigirai,VU,ヤエヤマタカチホヘビ,Achalinus formosanus chigirai,VU,ヤエヤマタカチホヘビ,Achalinus formosanus chigirai,VU,ヤエヤマタカチホヘビ,Achalinus formosanus chigirai,VU,ヤエヤマタカチホヘビ,Achalinus formosanus chigirai,VU,ヤエヤマタカチホヘビ,Achalinus formosanus chigirai,VU,ヤエヤマタカチホヘビ,Achalinus formosanus chigirai,NT,ヤエヤマタカチホヘビ,Achalinus formosanus chigirai,NT,ヤエヤマタカチホヘビ,Achalinus formosanus chigirai,R,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0016,爬虫類・両生類,絶滅危惧IB類,EN,有鱗目,ナミヘビ科,ミヤコヒメヘビ,Calamaria pfefferi,B1ab,ミヤコヒメヘビ,Calamaria pfefferi,EN,ミヤコヒメヘビ,Calamaria pfefferi,EN,ミヤコヒメヘビ,Calamaria pfefferi,EN,ミヤコヒメヘビ,Calamaria pfefferi,EN,ミヤコヒメヘビ,Calamaria pfefferi,EN,ミヤコヒメヘビ,Calamaria pfefferi,EN,ミヤコヒメヘビ,Calamaria pfefferi,EN,ヒメヘビ,Calamaria pfefferi,EN,ヒメヘビ,Calamaria pfefferi,R,0,0,1,0,―,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0017,爬虫類・両生類,絶滅危惧IB類,EN,有鱗目,ナミヘビ科,シュウダ,Elaphe carinata carinata,B1ab,シュウダ,Elaphe carinata carinata,EN,シュウダ,Elaphe carinata carinata,EN,シュウダ,Elaphe carinata carinata,EN,シュウダ,Elaphe carinata carinata,EN,シュウダ,Elaphe carinata carinata,EN,シュウダ,Elaphe carinata carinata,EN,シュウダ,Elaphe carinata carinata,EN,－,－,－,－,－,－,0,0,1,0,―,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,―,0
RE0018,爬虫類・両生類,絶滅危惧IB類,EN,有鱗目,ナミヘビ科,ミヤコヒバァ,Hebius concelarus,B2ab,ミヤコヒバァ,Hebius concelarus,EN,ミヤコヒバァ,Hebius concelarus,EN,ミヤコヒバァ,Hebius concelarus,EN,ミヤコヒバァ,Hebius concelarus,EN,ミヤコヒバァ,Amphiesma concelarum,EN,ミヤコヒバァ,Amphiesma concelarum,EN,ミヤコヒバァ,Amphiesma concelarum,EN,ミヤコヒバァ,Amphiesma concelarum,VU,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0019,爬虫類・両生類,絶滅危惧IB類,EN,有鱗目,コブラ科,イイジマウミヘビ,Emydocephalus ijimae,B1ab,イイジマウミヘビ,Emydocephalus ijimae,VU,イイジマウミヘビ,Emydocephalus ijimae,VU,イイジマウミヘビ,Emydocephalus ijimae,VU,イイジマウミヘビ,Emydocephalus ijimae,VU,イイジマウミヘビ,Emydocephalus ijimae,VU,イイジマウミヘビ,Emydocephalus ijimae,VU,イイジマウミヘビ,Emydocephalus ijimae,VU,－,－,－,－,－,－,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,1,0,0,―,0,0,1,0,0,1,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,―,0
RE0020,爬虫類・両生類,絶滅危惧II類,VU,カメ目,ウミガメ科,アオウミガメ,Chelonia mydas,A2,アオウミガメ,Chelonia mydas mydas,VU,アオウミガメ,Chelonia mydas mydas,VU,アオウミガメ,Chelonia mydas mydas,VU,アオウミガメ,Chelonia mydas mydas,VU,アオウミガメ,Chelonia mydas mydas,VU,アオウミガメ,Chelonia mydas mydas,VU,アオウミガメ,Chelonia mydas mydas,VU,アオウミガメ,Chelonia mydas,VU,アオウミガメ,Chelonia mydas,R,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,1,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,―,1,1,0,0,―,1,1,1,1,1,1,0,1,1,0,0,―,1,0,0,―,1,1,0,0,0,0,0,0,0,―,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,―,0
RE0021,爬虫類・両生類,絶滅危惧II類,VU,カメ目,イシガメ科,ヤエヤマセマルハコガメ,Cuora flavomarginata evelynae,B2ab,ヤエヤマセマルハコガメ,Cuora flavomarginata evelynae,VU,ヤエヤマセマルハコガメ,Cuora flavomarginata evelynae,VU,ヤエヤマセマルハコガメ,Cuora flavomarginata evelynae,VU,ヤエヤマセマルハコガメ,Cuora flavomarginata evelynae,VU,ヤエヤマセマルハコガメ,Cuora flavomarginata evelynae,VU,ヤエヤマセマルハコガメ,Cuora flavomarginata evelynae,VU,ヤエヤマセマルハコガメ,Cuora flavomarginata evelynae,VU,セマルハコガメ,Cuora flavomarginata evelynae,VU,セマルハコガメ,Cuora flavomarginata flavomarginata,V,0,0,1,0,―,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0022,爬虫類・両生類,絶滅危惧II類,VU,カメ目,イシガメ科,ニホンイシガメ,Mauremys japonica,B1ab,ニホンイシガメ,Mauremys japonica,NT,ニホンイシガメ,Mauremys japonica,NT,ニホンイシガメ,Mauremys japonica,NT,ニホンイシガメ,Mauremys japonica,NT,ニホンイシガメ,Mauremys japonica,NT,ニホンイシガメ,Mauremys japonica,NT,ニホンイシガメ,Mauremys japonica,DD,－,－,－,－,－,－,0,1,1,0,―,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,―,1,0,0,―,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,―,0
RE0023,爬虫類・両生類,絶滅危惧II類,VU,有鱗目,トカゲモドキ科,ヤンバルトカゲモドキ,Goniurosaurus nebulozonatus,D2,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0024,爬虫類・両生類,絶滅危惧II類,VU,有鱗目,トカゲモドキ科,オビトカゲモドキ,Goniurosaurus splendens,D2,オビトカゲモドキ,Goniurosaurus splendens,EN,オビトカゲモドキ,Goniurosaurus splendens,EN,オビトカゲモドキ,Goniurosaurus splendens,EN,オビトカゲモドキ,Goniurosaurus splendens,EN,オビトカゲモドキ,Goniurosaurus kuroiwae splendens,EN,オビトカゲモドキ,Goniurosaurus kuroiwae splendens,EN,オビトカゲモドキ,Goniurosaurus kuroiwae splendens,EN,オビトカゲモドキ,Goniurosaurus kuroiwae splendens,EN,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0025,爬虫類・両生類,絶滅危惧II類,VU,有鱗目,ヤモリ科,タカラヤモリ,Gekko shibatai,D2,タカラヤモリ,Gekko shibatai,NT,タカラヤモリ,Gekko shibatai,NT,タカラヤモリ,Gekko shibatai,NT,タカラヤモリ,Gekko shibatai,NT,タカラヤモリ,Gekko shibatai,NT,タカラヤモリ,Gekko shibatai,NT,タカラヤモリ,Gekko sp.2,NT,－,－,－,－,－,－,0,0,1,0,―,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,―,1,1,0,―,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,―,0
RE0026,爬虫類・両生類,絶滅危惧II類,VU,有鱗目,ヤモリ科,オキナワヤモリ,Gekko sp. 1,B2ab,オキナワヤモリ,Gekko sp. 1,NT,オキナワヤモリ,Gekko sp. 1,NT,オキナワヤモリ,Gekko sp. 1,NT,オキナワヤモリ,Gekko sp. 1,NT,オキナワヤモリ,Gekko sp. 1,NT,オキナワヤモリ,Gekko sp. 1,NT,オキナワヤモリ（通称クメヤモリ）,Gekko sp.1,NT,－,－,－,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,―,1,1,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0027,爬虫類・両生類,絶滅危惧II類,VU,有鱗目,ヤモリ科,ヤクヤモリ,Gekko yakuensis,B2ab,ヤクヤモリ,Gekko yakuensis,VU,ヤクヤモリ,Gekko yakuensis,VU,ヤクヤモリ,Gekko yakuensis,VU,ヤクヤモリ,Gekko yakuensis,VU,ヤクヤモリ,Gekko yakuensis,VU,ヤクヤモリ,Gekko yakuensis,VU,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0028,爬虫類・両生類,絶滅危惧II類,VU,有鱗目,ヤモリ科,タシロヤモリ,Hemidactylus bowringii,D2,タシロヤモリ,Hemidactylus bowringii,VU,タシロヤモリ,Hemidactylus bowringii,VU,タシロヤモリ,Hemidactylus bowringii,VU,タシロヤモリ,Hemidactylus bowringii,VU,タシロヤモリ,Hemidactylus bowringii,VU,タシロヤモリ,Hemidactylus bowringii,VU,タシロヤモリ,Hemidactylus bowringii,DD,－,－,－,－,－,－,0,0,1,0,―,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0029,爬虫類・両生類,絶滅危惧II類,VU,有鱗目,ヤモリ科,ミナミトリシマヤモリ,Perochirus ateles,D2,ミナミトリシマヤモリ,Perochirus ateles,VU,ミナミトリシマヤモリ,Perochirus ateles,VU,ミナミトリシマヤモリ,Perochirus ateles,VU,ミナミトリシマヤモリ,Perochirus ateles,VU,ミナミトリシマヤモリ,Perochirus ateles,VU,ミナミトリシマヤモリ,Perochirus ateles,VU,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0030,爬虫類・両生類,絶滅危惧II類,VU,有鱗目,アガマ科,ヨナグニキノボリトカゲ,Diploderma polygonatum donan,D2,ヨナグニキノボリトカゲ,Diploderma polygonatum donan,VU,ヨナグニキノボリトカゲ,Japalura polygonata donan,VU,ヨナグニキノボリトカゲ,Japalura polygonata donan,VU,ヨナグニキノボリトカゲ,Japalura polygonata donan,VU,ヨナグニキノボリトカゲ,Japalura polygonata donan,VU,ヨナグニキノボリトカゲ,Japalura polygonata donan,VU,ヨナグニキノボリトカゲ,Japalura polygonata donan,VU,－,－,－,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,―,0
RE0031,爬虫類・両生類,絶滅危惧II類,VU,有鱗目,トカゲ科,バーバートカゲ,Plestiodon barbouri,B2ab,バーバートカゲ,Plestiodon barbouri,VU,バーバートカゲ,Plestiodon barbouri,VU,バーバートカゲ,Plestiodon barbouri,VU,バーバートカゲ,Plestiodon barbouri,VU,バーバートカゲ,Plestiodon barbouri,VU,バーバートカゲ,Plestiodon barbouri,VU,バーバートカゲ,Plestiodon barbouri,VU,バーバートカゲ,Eumeces barbouri,VU,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
RE0032,爬虫類・両生類,絶滅危惧II類,VU,有鱗目,カナヘビ科,アムールカナヘビ,Takydromus amurensis,A4 D2,アムールカナヘビ,Takydromus amurensis,NT,アムールカナヘビ,Takydromus amurensis,NT,アムールカナヘビ,Takydromus amurensis,NT,アムールカナヘビ,Takydromus amurensis,NT,アムールカナヘビ,Takydromus amurensis,NT,アムールカナヘビ,Takydromus amurensis,NT,アムールカナヘビ,Takydromus amurensis,NT,－,－,－,－,－,－,0,0,1,0,―,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,―,1,0,0,―,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,―,0
