カテゴリー,分類群,和名,学名
絶滅危惧ⅠＡ類（CR）,維管束植物,エゾノチチコグサ,Antennaria dioica
絶滅危惧ⅠＡ類（CR）,維管束植物,オオイソノギク,Aster ujiinsularis
絶滅危惧ⅠＡ類（CR）,維管束植物,ヤクシマノギク,Aster yakushimensis
絶滅危惧ⅠＡ類（CR）,維管束植物,シライワアザミ,Cirsium akimotoi
絶滅危惧ⅠＡ類（CR）,維管束植物,アポイアザミ,Cirsium apoense
絶滅危惧ⅠＡ類（CR）,維管束植物,タカサゴアザミ,Cirsium japonicum var. australe
絶滅危惧ⅠＡ類（CR）,維管束植物,ウゼンヒメアザミ,Cirsium katoanum
絶滅危惧ⅠＡ類（CR）,維管束植物,ヘイケモリアザミ,Cirsium lucens var. bracteosum
絶滅危惧ⅠＡ類（CR）,維管束植物,イナベアザミ,Cirsium magofukui
絶滅危惧ⅠＡ類（CR）,維管束植物,ヒュウガアザミ,Cirsium masami-saitoanum
絶滅危惧ⅠＡ類（CR）,維管束植物,ニッポウアザミ,Cirsium nippoense
絶滅危惧ⅠＡ類（CR）,維管束植物,アレチアザミ,Cirsium segetum
絶滅危惧ⅠＡ類（CR）,維管束植物,コヘラナレン,Crepidiastrum grandicollum
絶滅危惧ⅠＡ類（CR）,維管束植物,フタマタタンポポ,Crepis hokkaidoensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ミヤマノギク,Erigeron miyabeanus
絶滅危惧ⅠＡ類（CR）,維管束植物,キクバイズハハコ,Eschenbachia aegyptiaca
絶滅危惧ⅠＡ類（CR）,維管束植物,コケセンボンギク,Lagenophora lanata
絶滅危惧ⅠＡ類（CR）,維管束植物,ニッコウコウモリ,Parasenecio hastatus subsp. orientalis var. nantaicus
絶滅危惧ⅠＡ類（CR）,維管束植物,シマコウヤボウキ,Pertya yakushimensis
絶滅危惧ⅠＡ類（CR）,維管束植物,シマトウヒレン,Saussurea insularis
絶滅危惧ⅠＡ類（CR）,維管束植物,ミクラジマトウヒレン,Saussurea mikurasimensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ヤクシマヒゴタイ,Saussurea nipponica subsp. savatieri var. yakusimensis
絶滅危惧ⅠＡ類（CR）,維管束植物,フタナミソウ,Scorzonera rebunensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ヤンバルアオヤギバナ,Solidago yambaruensis
絶滅危惧ⅠＡ類（CR）,維管束植物,タイワンツクバネウツギ,Abelia chinensis var. ionandra
絶滅危惧ⅠＡ類（CR）,維管束植物,オニツクバネウツギ,Diabelia serrata f. tomentosa
絶滅危惧ⅠＡ類（CR）,維管束植物,ツシマヒョウタンボク,Lonicera fragrantissima
絶滅危惧ⅠＡ類（CR）,維管束植物,ヒメスイカズラ,Lonicera japonica var. miyagusukiana
絶滅危惧ⅠＡ類（CR）,維管束植物,ウゼンベニバナヒョウタンボク,Lonicera uzenensis
絶滅危惧ⅠＡ類（CR）,維管束植物,シマキンレイカ,Patrinia triloba var. kozushimensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ホザキツキヌキソウ,Triosteum pinnatifidum
絶滅危惧ⅠＡ類（CR）,維管束植物,オオベニウツギ,Weigela florida
絶滅危惧ⅠＡ類（CR）,維管束植物,コバトベラ,Pittosporum parvifolium
絶滅危惧ⅠＡ類（CR）,維管束植物,ミツバウコギ,Eleitherococcus trifoliatus
絶滅危惧ⅠＡ類（CR）,維管束植物,ミヤマノダケ,Angelica cryptotaeniifolia var. cryptotaeniifolia
絶滅危惧ⅠＡ類（CR）,維管束植物,ツクシミヤマノダケ,Angelica cryptotaeniifolia var. kyushiana
絶滅危惧ⅠＡ類（CR）,維管束植物,ツクシトウキ,Angelica pseudoshikokiana
絶滅危惧ⅠＡ類（CR）,維管束植物,シナノノダケ,Angelica sinanomontana
絶滅危惧ⅠＡ類（CR）,維管束植物,フジワラサイコ,Bupleurum quadriradiatum
絶滅危惧ⅠＡ類（CR）,維管束植物,ホソバハナウド,Heracleum lanatum subsp. akasimontanum
絶滅危惧ⅠＡ類（CR）,維管束植物,エゾノハクサンボウフウ,Peucedanum multivittatum var. linearilobum
絶滅危惧ⅠＡ類（CR）,維管束植物,キイウマノミツバ,Sanicula lamelligera var. wakayamensis
絶滅危惧ⅠＡ類（CR）,維管束植物,ツシマノダケ,Tilingia tsusimensis
絶滅危惧ⅠB類（EN）,維管束植物,チシマヒカゲノカズラ,Lycopodium alpinum
絶滅危惧ⅠB類（EN）,維管束植物,ヨウラクヒバ,Phlegmariurus phlegmaria
絶滅危惧ⅠB類（EN）,維管束植物,ヒモラン,Phlegmariurus sieboldii
絶滅危惧ⅠB類（EN）,維管束植物,オオバシナミズニラ,Isoetes coreana
絶滅危惧ⅠB類（EN）,維管束植物,イブリハナワラビ,Botrychium microphyllum
絶滅危惧ⅠB類（EN）,維管束植物,ミヤコジマハナワラビ,Helminthostachys zeylanica
絶滅危惧ⅠB類（EN）,維管束植物,サクラジマハナヤスリ,Ophioglossum kawamurae
絶滅危惧ⅠB類（EN）,維管束植物,コブラン,Ophioglossum pendulum
絶滅危惧ⅠB類（EN）,維管束植物,ムニンホラゴケ,Crepidomanes bonincola
絶滅危惧ⅠB類（EN）,維管束植物,ミカワコケシノブ,Hymenophyllum mikawanum
絶滅危惧ⅠB類（EN）,維管束植物,シノブホラゴケ,Vandenboschia maxima
絶滅危惧ⅠB類（EN）,維管束植物,カンザシワラビ,Schizaea dichotoma
絶滅危惧ⅠB類（EN）,維管束植物,オオアカウキクサ,Azolla japonica
絶滅危惧ⅠB類（EN）,維管束植物,アカウキクサ,Azolla pinnata subsp. asiatica
絶滅危惧ⅠB類（EN）,維管束植物,ナンゴクデンジソウ,Marsilea minuta
絶滅危惧ⅠB類（EN）,維管束植物,メヘゴ,Cyathea ogurae
絶滅危惧ⅠB類（EN）,維管束植物,ウチワホングウシダ,Lindsaea simulans
絶滅危惧ⅠB類（EN）,維管束植物,ミミモチシダ,Acrostichum aureum
絶滅危惧ⅠB類（EN）,維管束植物,ホウライクジャク,Adiantum capillus-junonis
絶滅危惧ⅠB類（EN）,維管束植物,オトメクジャク,Adiantum edgeworthii
絶滅危惧ⅠB類（EN）,維管束植物,タイワンアマクサシダ,Pteris formosana
絶滅危惧ⅠB類（EN）,維管束植物,ヒノタニシダ,Pteris maclurei
絶滅危惧ⅠB類（EN）,維管束植物,トゲハチジョウシダ,Pteris setulosocostulata
絶滅危惧ⅠB類（EN）,維管束植物,ヒカゲアマクサシダ,Pteris tokioi
絶滅危惧ⅠB類（EN）,維管束植物,ヒメイノモトソウ,Pteris yamatensis
絶滅危惧ⅠB類（EN）,維管束植物,ヒメムカゴシダ,Monachosorum x arakii
絶滅危惧ⅠB類（EN）,維管束植物,マキノシダ,Asplenium formosae
絶滅危惧ⅠB類（EN）,維管束植物,ホソバシケチシダ,Athyrium nudum
絶滅危惧ⅠB類（EN）,維管束植物,コモチイヌワラビ,Athyrium strigillosum
絶滅危惧ⅠB類（EN）,維管束植物,ホウライイヌワラビ,Athyrium subrigescens
絶滅危惧ⅠB類（EN）,維管束植物,シマイヌワラビ,Athyrium tozanense
絶滅危惧ⅠB類（EN）,維管束植物,アオグキイヌワラビ,Athyrium viridescentipes
絶滅危惧ⅠB類（EN）,維管束植物,アソシケシダ,Deparia otomasui
絶滅危惧ⅠB類（EN）,維管束植物,イヨクジャク,Diplazium okudairae
絶滅危惧ⅠB類（EN）,維管束植物,タイワンハリガネワラビ,Thelypteris uraiensis
絶滅危惧ⅠB類（EN）,維管束植物,コキンモウイノデ,Ctenitis microlepigera
絶滅危惧ⅠB類（EN）,維管束植物,ホウライヒメワラビ,Dryopteris hendersonii
絶滅危惧ⅠB類（EN）,維管束植物,ムニンベニシダ,Dryopteris insularis
絶滅危惧ⅠB類（EN）,維管束植物,タイトウベニシダ,Dryopteris polita
絶滅危惧ⅠB類（EN）,維管束植物,ムラサキベニシダ,Dryopteris purpurella
絶滅危惧ⅠB類（EN）,維管束植物,ツシマミサキカグマ,Dryopteris tsushimensis
絶滅危惧ⅠB類（EN）,維管束植物,センジョウデンダ,Polystichum atkinsonii
絶滅危惧ⅠB類（EN）,維管束植物,ヒイラギデンダ,Polystichum lonchitis
絶滅危惧ⅠB類（EN）,維管束植物,タイワンアオネカズラ,Goniophlebium formosanum
絶滅危惧ⅠB類（EN）,維管束植物,オオクリハラン,Lepisorus fortunei
絶滅危惧ⅠB類（EN）,維管束植物,クラガリシダ,Lepisorus miyoshianus
絶滅危惧ⅠB類（EN）,維管束植物,タカウラボシ,Microsorum rubidum
絶滅危惧ⅠB類（EN）,維管束植物,ヒメウラボシ,Oreogrammitis dorsipila
絶滅危惧ⅠB類（EN）,維管束植物,オオエゾデンダ,Polypodium vulgare
絶滅危惧ⅠB類（EN）,維管束植物,ヤクシマウラボシ,Selliguea yakuinsularis
絶滅危惧ⅠB類（EN）,維管束植物,ヤツガタケトウヒ,Picea koyamae
絶滅危惧ⅠB類（EN）,維管束植物,ヤクタネゴヨウ,Pinus amamiana
絶滅危惧ⅠB類（EN）,維管束植物,オグラコウホネ,Nuphar oguraensis var. oguraensis
絶滅危惧ⅠB類（EN）,維管束植物,オキナワスナゴショウ,Peperomia japonica var. okinawensis
絶滅危惧ⅠB類（EN）,維管束植物,ミヤビカンアオイ,Asarum celsum
絶滅危惧ⅠB類（EN）,維管束植物,カギガタアオイ,Asarum curvistigma
絶滅危惧ⅠB類（EN）,維管束植物,スエヒロアオイ,Asarum dilatatum
絶滅危惧ⅠB類（EN）,維管束植物,ハツシマカンアオイ,Asarum hatsushimae
絶滅危惧ⅠB類（EN）,維管束植物,コウヤカンアオイ,Asarum kooyanum
絶滅危惧ⅠB類（EN）,維管束植物,ムラクモアオイ,Asarum kumageanum var. satakeanum
絶滅危惧ⅠB類（EN）,維管束植物,イワタカンアオイ,Asarum kurosawae
絶滅危惧ⅠB類（EN）,維管束植物,コトウカンアオイ,Asarum majale
絶滅危惧ⅠB類（EN）,維管束植物,アソサイシン,Asarum misandrum
絶滅危惧ⅠB類（EN）,維管束植物,ホシザキカンアオイ,Asarum sakawanum var. stellatum
絶滅危惧ⅠB類（EN）,維管束植物,マルミカンアオイ,Asarum subglobosum
絶滅危惧ⅠB類（EN）,維管束植物,サンコカンアオイ,Asarum trigynum
絶滅危惧ⅠB類（EN）,維管束植物,カケロマカンアオイ,Asarum trinacriforme
絶滅危惧ⅠB類（EN）,維管束植物,ヤエヤマカンアオイ,Asarum yaeyamense
絶滅危惧ⅠB類（EN）,維管束植物,イトスナヅル,Cassytha pergracilis
絶滅危惧ⅠB類（EN）,維管束植物,テリハコブガシ,Machilus pseudokobu
絶滅危惧ⅠB類（EN）,維管束植物,ダイトウシロダモ,Neolitsea sericea var. argentea
絶滅危惧ⅠB類（EN）,維管束植物,ツルギテンナンショウ,Arisaema abei
絶滅危惧ⅠB類（EN）,維管束植物,アマミテンナンショウ,Arisaema heterocephalum subsp. heterocephalum
絶滅危惧ⅠB類（EN）,維管束植物,シコクテンナンショウ,Arisaema iyoanum subsp. nakaianum
絶滅危惧ⅠB類（EN）,維管束植物,ヤクシマヒロハテンナンショウ,Arisaema longipedunculatum var. yakumontanum
絶滅危惧ⅠB類（EN）,維管束植物,ハリママムシグサ,Arisaema minus
絶滅危惧ⅠB類（EN）,維管束植物,オオミネテンナンショウ,Arisaema nikoense subsp. australe
絶滅危惧ⅠB類（EN）,維管束植物,カミコウチテンナンショウ,Arisaema nikoense subsp. brevicollum
絶滅危惧ⅠB類（EN）,維管束植物,カラフトヒロハテンナンショウ,Arisaema sachalinense
絶滅危惧ⅠB類（EN）,維管束植物,ヒンジモ,Lemna trisulca
絶滅危惧ⅠB類（EN）,維管束植物,アッカゼキショウ,Tofieldia coccinea var. akkana
絶滅危惧ⅠB類（EN）,維管束植物,ゲイビゼキショウ,Tofieldia coccinea var. geibiensis
絶滅危惧ⅠB類（EN）,維管束植物,トウゴクヘラオモダカ,Alisma rariflorum
絶滅危惧ⅠB類（EN）,維管束植物,ウミショウブ,Enhalus acoroides
絶滅危惧ⅠB類（EN）,維管束植物,ムサシモ,Najas ancistrocarpa
絶滅危惧ⅠB類（EN）,維管束植物,サクライソウ,Petrosavia sakuraii
絶滅危惧ⅠB類（EN）,維管束植物,ツクシタチドコロ,Dioscorea asclepiadea
絶滅危惧ⅠB類（EN）,維管束植物,タナカソウ,Sciaphila megastyla
絶滅危惧ⅠB類（EN）,維管束植物,ヒメツルアダン,Freycinetia williamsii
絶滅危惧ⅠB類（EN）,維管束植物,ミノシライトソウ,Chionographis hisauchiana subsp. minoensis
絶滅危惧ⅠB類（EN）,維管束植物,カワユエンレイソウ,Trillium channellii
絶滅危惧ⅠB類（EN）,維管束植物,アラガタオオサンキライ,Smilax bracteata var. verruculosa
絶滅危惧ⅠB類（EN）,維管束植物,カイコバイモ,Fritillaria kaiensis
絶滅危惧ⅠB類（EN）,維管束植物,ヒメアマナ,Gagea japonica
絶滅危惧ⅠB類（EN）,維管束植物,ヒメユリ,Lilium concolor
絶滅危惧ⅠB類（EN）,維管束植物,ジンリョウユリ,Lilium japonicum var. abeanum
絶滅危惧ⅠB類（EN）,維管束植物,サガミジョウロウホトトギス,Tricyrtis ishiiana var. ishiiana
絶滅危惧ⅠB類（EN）,維管束植物,スルガジョウロウホトトギス,Tricyrtis ishiiana var. surugensis
絶滅危惧ⅠB類（EN）,維管束植物,キバナノツキヌキホトトギス,Tricyrtis perfoliata
絶滅危惧ⅠB類（EN）,維管束植物,タネガシマムヨウラン,Aphyllorchis montana
絶滅危惧ⅠB類（EN）,維管束植物,ヤクシマラン,Apostasia nipponica
絶滅危惧ⅠB類（EN）,維管束植物,ナリヤラン,Arundina graminifolia
絶滅危惧ⅠB類（EN）,維管束植物,キリシマエビネ,Calanthe aristulifera
絶滅危惧ⅠB類（EN）,維管束植物,タイワンエビネ,Calanthe formosana
絶滅危惧ⅠB類（EN）,維管束植物,オオキリシマエビネ,Calanthe izuinsularis
絶滅危惧ⅠB類（EN）,維管束植物,トクノシマエビネ,Calanthe tokunoshimensis
絶滅危惧ⅠB類（EN）,維管束植物,ホテイラン,Calypso bulbosa var. speciosa
絶滅危惧ⅠB類（EN）,維管束植物,ハハジマホザキラン,Crepidium hahajimense
絶滅危惧ⅠB類（EN）,維管束植物,カンダヒメラン,Crepidium kandae
絶滅危惧ⅠB類（EN）,維管束植物,オキナワセッコク,Dendrobium okinawense
絶滅危惧ⅠB類（EN）,維管束植物,ヒメヤツシロラン,Didymoplexis micradenia
絶滅危惧ⅠB類（EN）,維管束植物,コカゲラン,Didymoplexis siamensis
絶滅危惧ⅠB類（EN）,維管束植物,ハコネラン,Ephippianthus sawadanus
絶滅危惧ⅠB類（EN）,維管束植物,トラキチラン,Epipogium aphyllum
絶滅危惧ⅠB類（EN）,維管束植物,アオキラン,Epipogium japonicum
絶滅危惧ⅠB類（EN）,維管束植物,マツゲカヤラン,Gastrochilus ciliaris
絶滅危惧ⅠB類（EN）,維管束植物,ヤクシマヤツシロラン,Gastrodia albida
絶滅危惧ⅠB類（EN）,維管束植物,アマミヤツシロラン,Gastrodia amamiana
絶滅危惧ⅠB類（EN）,維管束植物,ムニンヤツシロラン,Gastrodia boninensis
絶滅危惧ⅠB類（EN）,維管束植物,ツボミヤツシロラン,Gastrodia clausa
絶滅危惧ⅠB類（EN）,維管束植物,シロテンマ,Gastrodia elata var. pallens
絶滅危惧ⅠB類（EN）,維管束植物,フユザキヤツシロラン,Gastrodia foetida
絶滅危惧ⅠB類（EN）,維管束植物,トカラヤツシロラン,Gastrodia fontinalis
絶滅危惧ⅠB類（EN）,維管束植物,ナヨテンマ,Gastrodia gracilis
絶滅危惧ⅠB類（EN）,維管束植物,タブガワヤツシロラン,Gastrodia uraiensis
絶滅危惧ⅠB類（EN）,維管束植物,トサカメオトラン,Geodorum densiflorum
絶滅危惧ⅠB類（EN）,維管束植物,ヒロハツリシュスラン,Goodyera pendula f. brachyphylla
絶滅危惧ⅠB類（EN）,維管束植物,ダイサギソウ,Habenaria dentata
絶滅危惧ⅠB類（EN）,維管束植物,イヨトンボ,Habenaria iyoensis
絶滅危惧ⅠB類（EN）,維管束植物,オオミズトンボ,Habenaria linearifolia var. linearifolia
絶滅危惧ⅠB類（EN）,維管束植物,リュウキュウサギソウ,Habenaria pantlingiana
絶滅危惧ⅠB類（EN）,維管束植物,ヤチラン,Habenaria radiata
絶滅危惧ⅠB類（EN）,維管束植物,テツオサギソウ,Habenaria stenopetala
絶滅危惧ⅠB類（EN）,維管束植物,フジチドリ,Hemipilia fujisanensis
絶滅危惧ⅠB類（EN）,維管束植物,イワチドリ,Hemipilia keiskei
絶滅危惧ⅠB類（EN）,維管束植物,ムロトムヨウラン,Lecanorchis taiwaniana
絶滅危惧ⅠB類（EN）,維管束植物,オオフガクスズムシソウ,Liparis koreojaponica
絶滅危惧ⅠB類（EN）,維管束植物,ヒメジガバチソウ,Liparis krameri var. shichitoana
絶滅危惧ⅠB類（EN）,維管束植物,ムニンボウラン,Luisia boninensis
絶滅危惧ⅠB類（EN）,維管束植物,タンザワサカネラン,Neottia inagakii
絶滅危惧ⅠB類（EN）,維管束植物,クスクスヨウラクラン,Oberonia anthropophora var. arisanensis
絶滅危惧ⅠB類（EN）,維管束植物,オオバヨウラクラン,Oberonia makinoi
絶滅危惧ⅠB類（EN）,維管束植物,ハツシマラン,Odontochilus hatusimanus
絶滅危惧ⅠB類（EN）,維管束植物,ムカゴトンボ,Peristylus densus
絶滅危惧ⅠB類（EN）,維管束植物,リュウキュウセッコク,Pinalia ovata var. ovata
絶滅危惧ⅠB類（EN）,維管束植物,シマツレサギソウ,Platanthera boninensis
絶滅危惧ⅠB類（EN）,維管束植物,イイヌマムカゴ,Platanthera iinumae
絶滅危惧ⅠB類（EN）,維管束植物,イリオモテトンボソウ,Platanthera stenoglossa subsp. iriomotensis
絶滅危惧ⅠB類（EN）,維管束植物,ガッサンチドリ,Platanthera takedae subsp. uzenensis
絶滅危惧ⅠB類（EN）,維管束植物,ナゴラン,Sedirea japonica
絶滅危惧ⅠB類（EN）,維管束植物,ハチジョウネッタイラン,Tropidia nipponica var. hachijoensis
絶滅危惧ⅠB類（EN）,維管束植物,ヤクシマネッタイラン,Tropidia nipponica var. nipponica
絶滅危惧ⅠB類（EN）,維管束植物,アコウネッタイラン,Tropidia somae
絶滅危惧ⅠB類（EN）,維管束植物,ミソボシラン,Vrydagzynea nuda
絶滅危惧ⅠB類（EN）,維管束植物,キバナノショウキラン,Yoania amagiensis
絶滅危惧ⅠB類（EN）,維管束植物,シナノショウキラン,Yoania flava
絶滅危惧ⅠB類（EN）,維管束植物,アオジクキヌラン,Zeuxine affinis
絶滅危惧ⅠB類（EN）,維管束植物,ジャコウキヌラン,Zeuxine odorata
絶滅危惧ⅠB類（EN）,維管束植物,キリガミネヒオウギアヤメ,Iris setosa var. hondoensis
絶滅危惧ⅠB類（EN）,維管束植物,ナスヒオウギアヤメ,Iris setosa var. nasuensis
絶滅危惧ⅠB類（EN）,維管束植物,カンカケイニラ,Allium togashii
絶滅危惧ⅠB類（EN）,維管束植物,コシキイトラッキョウ,Allium virgunculae var. koshikiense
絶滅危惧ⅠB類（EN）,維管束植物,ヤクシマイトラッキョウ,Allium virgunculae var. yakushimense
絶滅危惧ⅠB類（EN）,維管束植物,タマボウキ,Asparagus oligoclonos
絶滅危惧ⅠB類（EN）,維管束植物,ブンゴギボウシ,Hosta alata
絶滅危惧ⅠB類（EN）,維管束植物,ウラジロギボウシ,Hosta hypoleuca
絶滅危惧ⅠB類（EN）,維管束植物,ミナズキギボウシ,Hosta minazukiflora
絶滅危惧ⅠB類（EN）,維管束植物,ウバタケギボウシ,Hosta pulchella
絶滅危惧ⅠB類（EN）,維管束植物,セトウチギボウシ,Hosta pycnophylla
絶滅危惧ⅠB類（EN）,維管束植物,ヨナグニノシラン,Ophiopogon reversus
絶滅危惧ⅠB類（EN）,維管束植物,ウスギワニグチソウ,Polygonatum cryptanthum
絶滅危惧ⅠB類（EN）,維管束植物,アズミイヌノヒゲ,Eriocaulon mikawanum var. azumianum
絶滅危惧ⅠB類（EN）,維管束植物,ミカワイヌノヒゲ,Eriocaulon mikawanum var. mikawanum
絶滅危惧ⅠB類（EN）,維管束植物,オキナワホシクサ,Eriocaulon miquelianum var. lutchuense
絶滅危惧ⅠB類（EN）,維管束植物,ユキイヌノヒゲ,Eriocaulon miquelianum var. ozense
絶滅危惧ⅠB類（EN）,維管束植物,オオムラホシクサ,Eriocaulon omuranum
絶滅危惧ⅠB類（EN）,維管束植物,ハライヌノヒゲ,Eriocaulon ozense
絶滅危惧ⅠB類（EN）,維管束植物,イズノシマホシクサ,Eriocaulon taquetii var. zyotanii
絶滅危惧ⅠB類（EN）,維管束植物,ヒゼンコウガイゼキショウ,Juncus hizenensis
絶滅危惧ⅠB類（EN）,維管束植物,エゾノミクリゼキショウ,Juncus mertensianus
絶滅危惧ⅠB類（EN）,維管束植物,ホロムイコウガイ,Juncus tokubuchii
絶滅危惧ⅠB類（EN）,維管束植物,ヒルゼンスゲ,Carex aphyllopus var. impura
絶滅危惧ⅠB類（EN）,維管束植物,アリサンタマツリスゲ,Carex arisanensis
絶滅危惧ⅠB類（EN）,維管束植物,オハグロスゲ,Carex bigelowii
絶滅危惧ⅠB類（EN）,維管束植物,カヤツリスゲ,Carex bohemica
絶滅危惧ⅠB類（EN）,維管束植物,チチジマナキリスゲ,Carex chichijimensis
絶滅危惧ⅠB類（EN）,維管束植物,リュウキュウヒエスゲ,Carex collifera
絶滅危惧ⅠB類（EN）,維管束植物,ハナビスゲ,Carex cruciata
絶滅危惧ⅠB類（EN）,維管束植物,タカネシバスゲ,Carex fuscidula
絶滅危惧ⅠB類（EN）,維管束植物,ゲンカイモエギスゲ,Carex genkaiensis
絶滅危惧ⅠB類（EN）,維管束植物,カンチスゲ,Carex gynocrates
絶滅危惧ⅠB類（EN）,維管束植物,ヒメミコシガヤ,Carex laevissima
絶滅危惧ⅠB類（EN）,維管束植物,ハタベスゲ,Carex latisquamea
絶滅危惧ⅠB類（EN）,維管束植物,タイワンカンスゲ,Carex longistipes
絶滅危惧ⅠB類（EN）,維管束植物,ノルゲスゲ,Carex mackenziei
絶滅危惧ⅠB類（EN）,維管束植物,タカネヒメスゲ,Carex melanocarpa
絶滅危惧ⅠB類（EN）,維管束植物,キビノミノボロスゲ,Carex paxii
絶滅危惧ⅠB類（EN）,維管束植物,マンシュウクロカワスゲ,Carex peiktusani
絶滅危惧ⅠB類（EN）,維管束植物,クグスゲ,Carex pseudocyperus
絶滅危惧ⅠB類（EN）,維管束植物,ヒロハイッポンスゲ,Carex pseudololiacea
絶滅危惧ⅠB類（EN）,維管束植物,ウシオスゲ,Carex ramenskii
絶滅危惧ⅠB類（EN）,維管束植物,カラフトイワスゲ,Carex rupestris
絶滅危惧ⅠB類（EN）,維管束植物,ラウススゲ,Carex stylosa
絶滅危惧ⅠB類（EN）,維管束植物,ツクシナルコ,Carex subcernua
絶滅危惧ⅠB類（EN）,維管束植物,ツシマスゲ,Carex tsushimensis
絶滅危惧ⅠB類（EN）,維管束植物,エゾハリスゲ,Carex uda
絶滅危惧ⅠB類（EN）,維管束植物,サヤスゲ,Carex vaginata
絶滅危惧ⅠB類（EN）,維管束植物,トサノハマスゲ,Cyperus rotundus var. yoshinagae
絶滅危惧ⅠB類（EN）,維管束植物,ムギガラガヤツリ,Cyperus unioloides
絶滅危惧ⅠB類（EN）,維管束植物,ミスミイ,Eleocharis acutangula
絶滅危惧ⅠB類（EN）,維管束植物,ハハジマテンツキ,Fimbristylis longispica var. hahajimensis
絶滅危惧ⅠB類（EN）,維管束植物,ハタケテンツキ,Fimbristylis stauntonii
絶滅危惧ⅠB類（EN）,維管束植物,ハナシテンツキ,Fimbristylis umbellaris
絶滅危惧ⅠB類（EN）,維管束植物,ムニンイヌノハナヒゲ,Rhynchospora japonica var. curvoaristata
絶滅危惧ⅠB類（EN）,維管束植物,ロッカクイ,Schoenoplectiella mucronata var. ishizawae
絶滅危惧ⅠB類（EN）,維管束植物,イヌフトイ,Schoenoplectus subulatus
絶滅危惧ⅠB類（EN）,維管束植物,イヘヤヒゲクサ,Schoenus calostachyus
絶滅危惧ⅠB類（EN）,維管束植物,ヒメマツカサススキ,Scirpus karuisawensis
絶滅危惧ⅠB類（EN）,維管束植物,ツクシアブラガヤ,Scirpus rosthornii var. kiushuensis
絶滅危惧ⅠB類（EN）,維管束植物,エゾコウボウ,Anthoxanthum pluriflorum var. pluriflorum
絶滅危惧ⅠB類（EN）,維管束植物,シロケトダシバ,Arundinella hirta var. livens
絶滅危惧ⅠB類（EN）,維管束植物,オニビトノガリヤス,Calamagrostis onibitoana
絶滅危惧ⅠB類（EN）,維管束植物,アムールイワノガリヤス,Calamagrostis purpurea subsp. amurensis
絶滅危惧ⅠB類（EN）,維管束植物,タシロノガリヤス,Calamagrostis tashiroi subsp. tashiroi
絶滅危惧ⅠB類（EN）,維管束植物,ユウバリカニツリ,Deschampsia cespitosa var. levis
絶滅危惧ⅠB類（EN）,維管束植物,シマギョウギシバ,Digitaria platycarpha
絶滅危惧ⅠB類（EN）,維管束植物,ナンブソモソモ,Dupontiopsis hayachinensis
絶滅危惧ⅠB類（EN）,維管束植物,イヌカモジグサ,Elymus gmelinii var. tenuisetus
絶滅危惧ⅠB類（EN）,維管束植物,ヤマオオウシノケグサ,Festuca hondoensis
絶滅危惧ⅠB類（EN）,維管束植物,ヌマドジョウツナギ,Glyceria spiculosa
絶滅危惧ⅠB類（EN）,維管束植物,シマカモノハシ,Ischaemum ischaemoides
絶滅危惧ⅠB類（EN）,維管束植物,タチイチゴツナギ,Poa nemoralis
絶滅危惧ⅠB類（EN）,維管束植物,ヒゲナガコメススキ,Ptilagrostis alpina
絶滅危惧ⅠB類（EN）,維管束植物,フォーリーガヤ,Schizachne purpurascens subsp. callosa
絶滅危惧ⅠB類（EN）,維管束植物,ホソバドジョウツナギ,Torreyochloa natans
絶滅危惧ⅠB類（EN）,維管束植物,フクロダガヤ,Tripogon longearistatus
絶滅危惧ⅠB類（EN）,維管束植物,キタダケカニツリ,Trisetum spicatum subsp. molle
絶滅危惧ⅠB類（EN）,維管束植物,ツルキケマン,Corydalis ochotensis
絶滅危惧ⅠB類（EN）,維管束植物,リシリヒナゲシ,Papaver fauriei
絶滅危惧ⅠB類（EN）,維管束植物,ハナカズラ,Aconitum ciliare
絶滅危惧ⅠB類（EN）,維管束植物,シレトコトリカブト,Aconitum misaoanum
絶滅危惧ⅠB類（EN）,維管束植物,ダイセツトリカブト,Aconitum yamazakii
絶滅危惧ⅠB類（EN）,維管束植物,シコクイチゲ,Anemone sikokiana
絶滅危惧ⅠB類（EN）,維管束植物,シコクハンショウヅル,Clematis obvallata var. shikokiana
絶滅危惧ⅠB類（EN）,維管束植物,ヒュウガオウレン,Coptis minamitaniana
絶滅危惧ⅠB類（EN）,維管束植物,コウヤシロカネソウ,Dichocarpum numajirianum
絶滅危惧ⅠB類（EN）,維管束植物,ツクモグサ,Pulsatilla nipponica
絶滅危惧ⅠB類（EN）,維管束植物,タカネキンポウゲ,Ranunculus altaicus subsp. shinanoalpinus
絶滅危惧ⅠB類（EN）,維管束植物,ヒメバイカモ,Ranunculus kadzusensis
絶滅危惧ⅠB類（EN）,維管束植物,キタダケキンポウゲ,Ranunculus kitadakeanus
絶滅危惧ⅠB類（EN）,維管束植物,オオイチョウバイカモ,Ranunculus nipponicus var. major
絶滅危惧ⅠB類（EN）,維管束植物,クモマキンポウゲ,Ranunculus pygmaeus
絶滅危惧ⅠB類（EN）,維管束植物,チトセバイカモ,Ranunculus yezoensis
